Channel_Number,Filename,Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,13,6,0.368,0.268,0.502,0.234,8.397687373593139e-14,6.11537476206255
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,15,6,2.236,2.152,2.344,0.192,1.1119558309248815e-13,8.234230841910687
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,14,5,2.97,2.798,3.074,0.276,6.483354432987328e-14,4.8010393530414515
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,4,10,6,1.238,0.422,1.37,0.948,6.64258830576801e-14,5.199780795186085
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,13,5,2.756,2.628,2.882,0.254,1.2263908248563888e-13,8.93083912880036
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,12,5,1.306,1.184,1.422,0.238,1.0903629454202256e-13,8.095739031710854
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,15,5,0.686,0.498,0.824,0.326,8.12037426910801e-14,6.013281678547555
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,6,14,8,0.896,0.806,0.994,0.188,1.3067301866826643e-13,9.439164426699202
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,14,6,1.3,1.15,1.44,0.29,9.250032332062769e-14,6.736070510273784
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,13,5,1.686,1.57,1.786,0.216,6.215235678330528e-14,4.489574980079359
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,1.73,1.6,1.91,0.31,1.396695358291619e-13,10.933252772061753
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,11,5,1.656,1.504,1.774,0.27,1.3041787737196254e-13,9.68328119281567
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,2.04,1.924,2.228,0.304,5.96567771842943e-14,4.344333545042704
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,20,10,1.032,0.762,1.144,0.382,6.579206495784504e-14,4.872019511586849
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,41,33,1.246,1.028,2.152,1.124,6.49247045833583e-14,4.727955235532352
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,32,24,1.444,1.028,2.154,1.126,6.430471848024973e-14,4.682806527333211
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,13,5,1.928,1.112,2.088,0.976,9.674485882241689e-14,7.045166623638789
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,14,5,1.854,1.704,1.984,0.28,1.0720792994843799e-13,7.744163936385024
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,14,5,1.818,1.72,1.926,0.206,1.0295325960558405e-13,7.623872117424125
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,13,5,2.042,1.926,2.168,0.242,9.158629840715994e-14,6.669509269791151
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,4,13,9,1.738,1.602,1.888,0.286,6.723714722293e-14,5.2632860981208776
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,15,6,0.548,0.448,0.726,0.278,5.6561736039898746e-14,4.188497226408347
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,4,14,10,1.75,1.65,2.03,0.38,5.907868505846967e-14,4.374881781080767
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,5,10,5,2.436,2.264,2.574,0.31,6.679822125351271e-14,5.228927219906152
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,0.606,0.218,0.788,0.57,8.033033434076552e-14,5.849825998528112
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,20,11,1.492,1.38,1.6,0.22,1.3718271880051205e-13,9.909392562109177
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,11,5,1.832,1.654,1.998,0.344,1.379729781933287e-13,10.800447193774273
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,13,5,2.518,2.38,2.662,0.282,5.834209161402915e-14,4.248595342383138
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,13,6,3.124,3.012,3.234,0.222,6.054766826040906e-14,4.40921013022913
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,15,6,0.188,0.096,0.29,0.194,7.723799553714776e-14,5.719611043276294
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,6,15,9,1.756,1.662,1.834,0.172,8.609887770272503e-14,6.375775138873917
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,14,7,0.78,0.668,1.148,0.48,1.5366474648429846e-13,11.409317339112617
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,1.01,0.662,1.156,0.494,1.4207504160590163e-13,10.548803630863976
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,2.946,2.81,3.09,0.28,9.376250727514621e-14,6.961689160905281
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,0.85,0.684,0.982,0.298,6.055384568022769e-14,4.409659983094245
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,6,13,7,2.032,1.906,2.144,0.238,7.947784268808963e-14,5.787745741122524
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,6,15,9,1.794,1.698,2.114,0.416,6.688914734244593e-14,4.831737007085652
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,0.474,0.346,0.608,0.262,7.651593510334884e-14,5.989624398829835
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,1.128,0.946,1.322,0.376,1.6585076843886744e-13,12.98270494720309
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,7,11,4,1.8,1.608,1.956,0.348,1.9022408863140542e-13,14.890634754354176
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,8,12,4,2.378,2.238,2.608,0.37,6.640764573964808e-14,4.930642332230923
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,2.304,2.182,2.442,0.26,7.258964266674796e-14,5.286132348142311
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,16,7,2.232,2.104,2.38,0.276,6.859565379641183e-14,4.955006486725516
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,16,7,0.292,0.174,0.416,0.242,7.309190258331707e-14,5.412585480530111
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,16,6,2.178,2.066,2.268,0.202,7.184085031834781e-14,5.31994283359616
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,15,5,1.116,1.02,1.21,0.19,1.191936020408737e-13,8.826498380489125
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,2.786,2.65,2.918,0.268,7.464103155550334e-14,5.54195568612397
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,12,5,1.642,1.486,1.774,0.288,7.25586240782638e-14,5.283873508479294
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,12,6,2.288,2.142,2.422,0.28,9.993031582352952e-14,7.822488962997556
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,0.762,0.6,0.888,0.288,1.0407416008705923e-13,7.727309915916191
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,12,6,2.264,2.126,2.392,0.266,1.0013382954101879e-13,7.434747811404028
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,14,5,1.876,1.766,1.986,0.22,6.871082096638318e-14,4.963325586299368
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,12,5,0.556,0.43,0.668,0.238,1.731949542837941e-13,12.859398399221135
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,9,3,1.206,1.046,1.486,0.44,5.292293301255955e-14,4.142777454153992
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,25,18,2.02,1.878,2.142,0.264,8.659328968983693e-14,6.4293882892001495
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,14,6,0.894,0.752,1.106,0.354,7.31907616301922e-14,5.329907111056248
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,13,5,0.854,0.694,0.966,0.272,7.312585934262763e-14,5.282245847025532
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,13,7,0.12,0.002,0.242,0.24,8.28527564298706e-14,6.151660756002923
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,12,6,1.77,1.638,1.874,0.236,1.3866191365638997e-13,10.295385323894314
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,6,12,6,1.806,1.708,1.922,0.214,1.427154487425357e-13,10.392842869347076
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,2.874,2.724,2.992,0.268,9.34235600207585e-14,6.803302572676389
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,7,14,7,0.532,0.44,0.62,0.18,6.310153456646859e-14,4.55813882942452
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,3,17,14,2.702,2.552,2.988,0.436,5.939054052079837e-14,4.649058135179177
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,3,17,14,0.714,0.63,0.812,0.182,7.506799059596099e-14,5.422535682106053
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,3,13,10,2.672,2.568,2.78,0.212,6.883713921362159e-14,4.972450183847717
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,13,4,0.256,0.142,0.362,0.22,8.031604058213724e-14,5.80162852961126
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,3,15,12,2.074,1.99,2.158,0.168,1.0367160432047774e-13,7.48871748379019
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,24,16,3.058,2.958,3.16,0.202,6.295987348585053e-14,4.547905942433423
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,0.278,0.126,0.418,0.292,5.880444404341275e-14,4.603178832308794
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,5,11,6,2.666,2.48,3.064,0.584,5.550983309276994e-14,4.121500316022721
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,2.318,2.134,3.196,1.062,6.388558856574821e-14,5.00092796997344
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,1.196,1.012,1.34,0.328,6.609706788083542e-14,4.907582512521021
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,12,5,1.552,1.034,1.68,0.646,7.293989069291048e-14,5.311638155210001
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,13,5,0.562,0.444,0.67,0.226,8.431163554617691e-14,6.090250298913209
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,2.832,2.636,2.95,0.314,1.2104066298291362e-13,8.987040726675415
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,12,5,2.892,2.766,3.244,0.478,1.1414142267495791e-13,8.312021446848517
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,14,6,3.142,2.75,3.25,0.788,9.628608619858649e-14,7.011757824281482
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,16,8,0.12,0.022,0.262,0.24,7.46496165240985e-14,5.392314434472652
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,14,6,3.16,2.818,3.25,0.688,9.54533878933611e-14,6.89507468789913
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,8,17,9,0.098,0.014,0.178,0.164,7.34356110187667e-14,5.438037701932198
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,15,5,0.426,0.302,0.534,0.232,5.474570469246651e-14,4.054016872827528
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,12,6,0.136,0.0,0.314,0.36,9.737876321126952e-14,7.622754858452558
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,0.95,0.778,1.118,0.34,9.350515788486533e-14,6.942581454499495
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,7,13,6,0.462,0.344,0.564,0.22,5.934645865219737e-14,4.286890951700611
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,14,6,1.784,1.664,1.896,0.232,8.664986372671961e-14,6.259152192266685
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,13,7,2.932,2.8,3.202,0.402,9.155972169032142e-14,7.167243558425995
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,2.092,1.542,2.224,0.682,6.509645143616658e-14,4.740462207063945
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,6,13,7,2.872,2.778,2.986,0.208,1.0865300218643347e-13,7.8485487175885975
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,15,6,1.722,1.634,1.808,0.174,7.063887857555726e-14,5.230934686686594
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,3,9,6,0.174,0.004,0.41,0.406,5.441843088732038e-14,4.259844187337961
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,2.662,2.482,2.828,0.346,9.324882418200382e-14,7.299465552219055
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,0.808,0.668,0.946,0.278,1.2265421336402975e-13,9.106843796422979
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,2.892,2.722,3.054,0.332,1.015349099225565e-13,7.948095687306277
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,1.058,0.89,1.182,0.292,9.69162138011403e-14,7.195845916912903
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,13,6,2.252,1.886,2.378,0.492,1.378000479271579e-13,10.23139342052356
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,0.974,0.466,1.216,0.75,9.236526443707935e-14,6.726235234785427
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,14,6,1.928,1.812,2.03,0.218,1.0566654530006476e-13,7.694862830382647
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,14,5,0.578,0.464,1.036,0.572,8.220644902532891e-14,5.9381821679274145
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,10,13,3,1.412,1.204,1.66,0.456,9.515270707247272e-14,6.873355011279999
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,14,4,1.486,1.216,1.66,0.444,9.62470679728901e-14,7.127266690859997
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,11,5,1.93,1.744,2.08,0.336,6.826482723762462e-14,5.3437323121270275
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,5,27,22,2.7,2.494,2.844,0.35,6.214986794135848e-14,4.614510368514197
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,3,13,10,1.1,0.938,1.198,0.26,6.730685412884848e-14,4.901428437878015
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,2.278,1.862,2.514,0.652,5.875749575254269e-14,4.278845956292752
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,14,6,0.168,0.064,0.268,0.204,6.309988505125957e-14,4.558019676706989
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,8,15,7,0.198,0.104,0.302,0.198,6.128624703404288e-14,4.538355674549853
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,14,5,2.792,2.69,2.884,0.194,1.0935746211616522e-13,8.098114711993798
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,11,5,3.176,3.042,3.25,0.272,1.1783585881331833e-13,9.224124805532554
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,13,6,0.776,0.668,0.914,0.246,5.885794365654492e-14,4.286160786551484
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,2.572,2.44,2.696,0.256,8.707163577950831e-14,6.340741923924181
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,14,6,0.734,0.644,0.836,0.192,5.857386323040384e-14,4.231082527773881
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,3,13,10,2.608,2.458,2.764,0.306,5.356658871810305e-14,4.1931624610569616
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,15,6,3.15,3.052,3.244,0.192,6.954256027860855e-14,5.149750365491233
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,0.544,0.164,0.706,0.542,7.096710498814695e-14,5.269173574113335
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,0.266,0.124,0.646,0.522,7.457838505201179e-14,5.430956803376618
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,2.272,2.114,2.47,0.356,1.1040698062658565e-13,8.642596396017744
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,8,11,3,0.146,0.0,0.36,0.432,9.250226134801403e-14,6.86811827990009
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,9,3,2.938,2.792,3.144,0.352,5.528050905076235e-14,4.327327181494358
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,9,13,4,1.744,1.54,1.962,0.422,6.97940826806425e-14,5.082553717213276
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,3,15,12,1.084,0.988,1.284,0.296,5.982975947807082e-14,4.321802182874969
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,14,5,1.836,1.674,1.976,0.302,9.01646500878751e-14,6.5130427561013695
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,5,10,5,2.828,2.478,2.978,0.5,5.217708678741538e-14,4.0843930308065595
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,2.68,2.536,2.87,0.334,5.732737868721627e-14,4.256449645259164
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,5,16,11,2.05,1.958,2.144,0.186,6.618561516865943e-14,4.780917366309597
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,13,5,2.774,2.67,2.872,0.202,6.335656884456662e-14,4.576561228401337
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,11,5,0.852,0.708,0.974,0.266,1.3126027319280562e-13,9.745827492243711
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,13,6,2.028,1.814,2.152,0.338,8.83437316000087e-14,6.559355296557122
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,15,8,2.074,1.964,2.198,0.234,9.21677476450397e-14,6.711851641405646
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,15,6,2.93,2.842,3.018,0.176,5.670414567650406e-14,4.199042913469904
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,13,5,0.902,0.768,1.072,0.304,6.098618781181111e-14,4.441144057726215
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,13,6,1.322,1.216,1.432,0.216,1.0390452774434203e-13,7.566548960013269
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,11,5,0.522,0.242,0.638,0.396,6.532423335045562e-14,4.85020100759251
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,7,19,12,3.21,3.1,3.25,0.224,6.276616946473835e-14,4.570766111905973
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,6,10,4,1.92,1.756,2.088,0.332,7.550269042210927e-14,5.910308174614058
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,14,6,2.992,2.884,3.09,0.206,5.6072513886578705e-14,4.050397578534889
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,14,5,0.588,0.488,0.71,0.222,6.045702295739432e-14,4.367112555134976
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,8,14,6,2.85,2.76,2.92,0.16,5.437351599919691e-14,4.026455637642656
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,11,5,2.154,1.818,2.272,0.454,6.120976355941817e-14,4.544709392878296
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,7,9,2,0.73,0.5,1.084,0.584,7.71503929791968e-14,6.03928940479331
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,7,16,9,2.848,2.68,3.242,0.562,5.728109528473416e-14,4.4839319475836135
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,12,5,0.522,0.202,1.364,1.162,7.089462582180528e-14,5.263792132838183
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,0.968,0.802,1.312,0.51,1.152718771875979e-13,8.558719271650936
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,0.434,0.23,0.566,0.336,8.610479772919968e-14,6.270334718358855
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,14,6,1.26,0.844,1.366,0.522,8.297265342502114e-14,6.042245300680094
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,8,14,6,1.276,1.186,1.368,0.182,8.399783508776649e-14,6.0675829253857865
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,10,15,5,1.842,1.624,1.952,0.328,6.775534484253742e-14,5.01740388143534
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,0.858,0.736,0.962,0.226,7.566190890307961e-14,5.509861317418772
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,4,12,8,1.966,1.864,2.082,0.218,6.413992534262146e-14,4.670805940147958
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,5,13,8,2.79,2.69,2.918,0.228,6.700419710848764e-14,4.879388309190969
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,8,16,8,1.43,1.352,1.514,0.162,6.480426818421764e-14,4.798871402347857
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,6,11,5,1.014,0.9,1.142,0.242,6.666297577262828e-14,4.9496001051692655
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,8,7,11,4,0.374,0.188,0.676,0.488,7.532073239262168e-14,5.896064602324053
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,9,7,11,4,0.29,0.094,0.424,0.33,8.667039369474643e-14,6.435113116008221
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,10,8,12,4,1.522,1.388,1.724,0.336,6.737293846227752e-14,4.906240839755352
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11,9,14,5,1.158,1.038,1.252,0.214,6.566159478853474e-14,4.7430647584694485
1,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12,9,14,5,1.198,1.07,1.288,0.218,6.562627376347795e-14,4.8597423785568505
